Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 113,Sold,Cambridge,188.04860089823742,272253,51196795.74034783,74,10.661673370208032,45.93016036184488,1728302.252488326,5.005647252096925,2014,38,38.21450763586728,376,Dry Storage,Mixed-Use,Protected Area,Residential,Good,Basic,Green Roof
Warehouse 114,Sold,Lowell,167.38046452595088,316412,52961187.54158517,38,13.054050968849644,39.03823339828144,1405090.8405739397,7.315472375746651,2022,30,30.52862967118208,69,Distribution Center,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Green Roof
Warehouse 115,Sold,Newton,137.67863860677198,236809,32603540.729831066,46,12.927364377372637,7.394561941742026,70574.68877787021,10.0995561755128,1952,24,33.435904134110274,338,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 116,Sold,Lawrence,178.148300331912,321759,57320818.96649567,4,11.269741504673213,28.705578412779378,818475.797910281,11.202497916595927,1958,43,17.184349553092115,225,Dry Storage,Mixed-Use,Protected Area,Industrial,Poor,Moderate,Insulated
Warehouse 117,Sold,Worcester,166.62425307284946,87503,14580122.016633546,60,15.560867405511786,22.6703615494584,1709356.2038432602,9.318543925730168,2000,40,39.40092792712682,478,Distribution Center,Industrial,High Pollution,Industrial,Good,Basic,None
Warehouse 118,Sold,Springfield,61.716910010626094,259346,16006033.743615836,57,4.1791260695836465,40.06334255635937,724424.7730517751,4.841756441905358,1965,7,17.544820761705246,242,Flex Space,Industrial,None,Residential,Good,High,Insulated
Warehouse 119,Sold,Cambridge,181.73502974329622,427975,77778049.3543872,45,14.539981285460874,36.48739483298551,118669.58837477083,9.37615809744428,1952,36,14.538945505097566,64,Dry Storage,Commercial,High Pollution,Industrial,Fair,Moderate,Green Roof
Warehouse 120,Sold,Newton,121.68818112566062,90708,11038091.533546424,20,12.432717971518473,34.829880373642524,1505050.295176931,9.083423365623776,1973,38,31.867179995551478,382,Cold Storage,Mixed-Use,Mild Pollution,Residential,Fair,Basic,Green Roof
Warehouse 121,Sold,Worcester,167.26482637789064,196184,32814682.6981201,17,17.93189472471201,17.68669693851495,1613974.6270515937,10.446111346346651,2022,16,38.37188547670661,217,Dry Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 122,Sold,Lowell,182.33552098699386,107471,19595780.775993217,71,16.959169336768277,40.44322278956347,363157.7053344517,10.601989333217446,1962,15,12.00143345739027,72,Flex Space,Mixed-Use,None,Mixed-Use,Fair,Moderate,Insulated
Warehouse 123,Sold,Boston,84.06059074521686,259225,21790606.63592884,4,6.371426078737809,3.5671734841481997,1097813.9688442033,10.945624606231831,1951,46,12.775812597621684,193,Cold Storage,Industrial,Protected Area,Residential,Good,Moderate,Solar Panels
Warehouse 124,Sold,Lowell,48.708827169705046,162661,7923026.536251392,93,5.597122767005546,8.821620170176194,424313.10604166525,7.313052116632787,2020,23,42.10716650823676,320,Flex Space,Commercial,Protected Area,Mixed-Use,Poor,High,Solar Panels
Warehouse 125,Sold,New Bedford,68.74897763213008,166087,11418311.447987588,14,19.63490114466371,17.445540375917673,1452507.117136086,9.582915162817155,1970,12,42.36130798029328,290,Distribution Center,Industrial,Mild Pollution,Industrial,Poor,Basic,None
Warehouse 126,Sold,Lawrence,102.60832406646357,165081,16938684.74521587,3,10.592577100213603,4.763564612394783,579523.3875960971,6.146002871378486,1968,29,19.81218868236325,35,Dry Storage,Commercial,Mild Pollution,Industrial,Poor,High,Insulated
Warehouse 127,Sold,Springfield,169.06251020682382,350453,59248463.889512025,88,18.13777718189729,12.51471959919989,666619.4889984936,11.994690239868035,1996,44,34.609128112008136,186,Flex Space,Commercial,Mild Pollution,Residential,Good,High,Solar Panels
Warehouse 128,Sold,Fall River,176.32419915357838,393590,69399441.5448569,80,3.3612323732315956,41.67739816689799,1697693.1645981977,5.4026739310148795,1971,48,27.72720300578638,72,Distribution Center,Industrial,Mild Pollution,Mixed-Use,Fair,Moderate,None
Warehouse 129,Sold,Quincy,31.181862190302418,198118,6177688.173418335,58,12.892096404523468,47.46432535171389,978828.5868034634,4.0809154532866865,2024,15,35.30784165614052,438,Cold Storage,Industrial,None,Mixed-Use,Poor,Basic,Green Roof
Warehouse 130,Sold,Brockton,116.82704143818617,373805,43670532.22480118,55,16.216217728475666,15.925515432935333,1356021.1798755834,5.190469716145408,1982,29,44.515171363969,82,Cold Storage,Commercial,High Pollution,Residential,Good,Moderate,Green Roof
Warehouse 131,Sold,Brockton,100.95987053529242,162215,16377205.39888246,4,18.95316546677029,13.961274395453072,834627.4489088119,10.206978316353013,1981,45,13.19425698329026,344,Distribution Center,Industrial,High Pollution,Residential,Fair,High,None
Warehouse 132,Sold,Boston,67.75832778002413,11154,755776.3880583892,24,6.813068806238767,14.714739960074919,631113.371527823,7.574269412065692,2013,43,41.11937703953817,176,Distribution Center,Industrial,None,Mixed-Use,Fair,High,Solar Panels
Warehouse 133,Sold,Cambridge,50.37711244672607,157876,7953337.004639326,34,14.527125281488644,14.608235280191348,1269682.2178280896,7.580001982483426,1988,49,29.721164180841573,234,Cold Storage,Commercial,Protected Area,Residential,Poor,Basic,Insulated
Warehouse 134,Sold,Springfield,87.39457913861676,439904,38445224.94139407,30,10.822378879888419,2.7605789271126766,351972.2694537015,11.640183356893349,2021,21,32.56507775047986,74,Flex Space,Commercial,None,Industrial,Good,High,None
Warehouse 135,Sold,Fall River,190.29464966512825,69288,13185135.685997406,82,1.306515628722717,46.4189009702243,777349.6793553828,11.357079264224595,1991,15,36.157254400684806,78,Distribution Center,Mixed-Use,High Pollution,Mixed-Use,Fair,High,Solar Panels
Warehouse 136,Sold,Boston,84.94449844352839,56195,4773456.090034078,19,13.830994772447971,11.471208936946091,457622.22290254844,6.4895579024320735,1958,14,46.904925965164296,449,Flex Space,Industrial,High Pollution,Residential,Good,Basic,None
Warehouse 137,Sold,Quincy,118.19440569637224,287725,34007485.378988706,31,13.832921508933083,21.580199629988844,1406800.1855344537,5.672465030246929,1974,42,12.268798142069514,18,Cold Storage,Commercial,None,Residential,Fair,Moderate,Solar Panels
Warehouse 138,Sold,New Bedford,149.51322301218022,450864,67410129.78016362,60,18.619075416446087,1.4746572543074192,1891207.2347749097,10.787857679469917,1951,44,11.179054084977906,245,Flex Space,Industrial,Mild Pollution,Residential,Poor,Basic,Green Roof
Warehouse 139,Sold,New Bedford,91.81703240447997,297231,27290868.358615987,60,9.99651767876255,43.0397994548378,1991246.3876309395,11.248152568354906,1968,16,17.130471259550937,207,Flex Space,Industrial,Protected Area,Mixed-Use,Poor,High,None
Warehouse 140,Sold,Lawrence,195.20295406256332,186002,36308139.8615449,19,4.681993322139241,36.82670987829094,928039.780361102,8.332775382387895,1969,15,49.457909041069456,421,Distribution Center,Commercial,None,Industrial,Fair,Basic,Insulated
Warehouse 141,Sold,Fall River,193.6160401401589,169053,32731372.433814283,49,0.986820086628715,47.39104572351146,542434.2597910668,9.035389688936803,2019,42,38.60305469511103,182,Flex Space,Mixed-Use,High Pollution,Industrial,Good,Moderate,None
Warehouse 142,Sold,Fall River,72.8029902903119,74298,5409116.572589593,63,8.371279515049523,39.299158480623554,913517.272249432,6.055314277538347,1966,4,34.58564476218008,291,Flex Space,Commercial,Mild Pollution,Mixed-Use,Fair,High,Green Roof
Warehouse 143,Sold,Fall River,114.53224600170553,313311,35884212.52704036,83,6.108142331542285,16.371619090551196,1702175.3494273114,10.406421503828197,2017,27,11.881562136589917,37,Flex Space,Commercial,Protected Area,Residential,Good,Moderate,Green Roof
Warehouse 144,Sold,Lowell,81.14931266885084,211376,17153017.114691015,22,15.245657289875123,13.145794577692758,451711.07317647774,9.056979427592186,1952,23,45.16440895571859,305,Cold Storage,Industrial,High Pollution,Mixed-Use,Fair,Moderate,Solar Panels
Warehouse 145,Sold,Newton,78.42288404416949,441624,34633427.74312231,24,7.149928520336827,35.188099070111356,1906586.5207232013,8.028108090383974,2000,29,42.51027413188638,408,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Green Roof
Warehouse 146,Sold,Brockton,36.27078105027057,44499,1614013.4859559902,76,18.986516806665396,18.84152597551447,716638.2491563945,4.480868448627167,1975,41,36.592001754683395,143,Dry Storage,Commercial,Mild Pollution,Residential,Good,Moderate,Solar Panels
Warehouse 147,Sold,Lynn,133.62593677658248,392960,52509648.11572585,30,19.249973039456908,28.744535771878212,1972317.1359280946,11.32747970008923,2005,9,23.56523261938811,36,Cold Storage,Industrial,High Pollution,Mixed-Use,Poor,Basic,Green Roof
Warehouse 148,Sold,Springfield,115.45543394890645,450485,52010941.16247312,58,12.456080945332388,1.3066160802970412,1685287.3306912263,8.92361136307525,2013,43,12.820198222730292,47,Cold Storage,Commercial,Mild Pollution,Industrial,Good,Basic,Solar Panels
Warehouse 149,Sold,Lynn,38.751387712498186,174631,6767193.587621271,31,18.58033971159617,4.0323993823432875,1626712.5415874112,5.541528757543744,1957,43,33.2015395160369,205,Dry Storage,Industrial,None,Mixed-Use,Fair,Moderate,Insulated
Warehouse 150,Sold,Lowell,77.36989892022395,250198,19357793.97004219,64,15.241001455838461,27.23302911790091,669914.1138579029,8.851088935864421,1986,7,38.7877828584335,212,Dry Storage,Commercial,None,Residential,Poor,Basic,Solar Panels
Warehouse 151,Sold,Cambridge,184.40520061433114,472535,87137911.47229296,19,10.98250685540501,28.73751067596009,67115.56329846245,9.419706833919786,1976,42,13.769614019089897,94,Distribution Center,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Solar Panels
Warehouse 152,Sold,New Bedford,70.72552141338531,247997,17539717.133955315,48,3.6881279149132844,37.82119427850784,795159.1722106762,8.206162693465803,1994,4,35.35070639193984,329,Distribution Center,Commercial,Mild Pollution,Industrial,Good,Moderate,Insulated
Warehouse 153,Sold,Brockton,54.63212825550792,493533,26962758.15432559,45,9.226099075925415,7.466300661574126,638528.2708422526,9.74481390364818,1953,5,21.454642715486344,39,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Good,High,Solar Panels
Warehouse 154,Sold,Fall River,113.20696924718571,101347,11473186.71229453,94,11.261401820916088,26.14597110408216,122924.13129715472,8.651631583428994,1986,5,40.56976884879247,475,Flex Space,Commercial,Protected Area,Mixed-Use,Good,Basic,Solar Panels
Warehouse 155,Sold,Quincy,197.56057719880212,315931,62415510.71499475,55,17.2928354566267,10.527934577152742,1035462.2501865629,11.582156656257187,2020,11,31.58463402407348,108,Distribution Center,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Insulated
Warehouse 156,Sold,Quincy,71.14939615695508,302632,21532084.05777163,55,9.67853419305973,5.56660985857204,835911.0570013364,4.429576628794455,1982,41,15.161471512417467,396,Distribution Center,Mixed-Use,Protected Area,Mixed-Use,Fair,Moderate,Green Roof
Warehouse 157,Sold,Quincy,144.26304305899936,341585,49278091.5633083,97,17.963725986291337,21.114293908967174,1287385.1120959732,4.849965667756484,1980,28,31.06077790932944,199,Cold Storage,Mixed-Use,None,Residential,Good,Basic,None
Warehouse 158,Sold,Springfield,159.47533460588198,210735,33607034.63817054,18,13.51954468256703,9.003495756363805,1261313.3282784622,5.389373095634719,2004,16,25.829474534668748,21,Flex Space,Mixed-Use,Protected Area,Industrial,Fair,Moderate,Solar Panels
Warehouse 159,Sold,Fall River,70.39838247870794,27431,1931098.0297734377,63,2.82628135476806,11.86731693142361,285455.93999852624,9.521368564834656,1961,41,17.214238731266075,100,Dry Storage,Industrial,None,Industrial,Good,High,Green Roof
Warehouse 160,Sold,Brockton,153.79677926401612,328825,50572225.9414901,92,19.90012924956935,16.560174413605587,1955082.814946914,9.164766981998469,1960,30,43.66062896248493,39,Dry Storage,Commercial,Protected Area,Industrial,Fair,High,None
Warehouse 161,Sold,New Bedford,92.52313256227305,199555,18463453.718464397,47,10.59192994900286,13.710031636416616,414516.2874108215,11.136470881677553,2021,4,10.441137939965447,222,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Good,Moderate,Insulated
Warehouse 162,Sold,Lynn,137.4919912009085,127720,17560477.116180032,75,7.8979800985406685,5.291973572891374,918284.3482911739,9.863019623071187,1981,2,22.485131075124237,47,Cold Storage,Commercial,Mild Pollution,Industrial,Fair,High,Solar Panels
Warehouse 163,Sold,Fall River,137.7000508293521,54153,7456870.852561905,57,13.216363912943576,5.405895998125412,1001829.2096957831,8.066843900516737,2006,46,10.503801526777071,350,Flex Space,Industrial,Protected Area,Residential,Poor,Moderate,Solar Panels
Warehouse 164,Sold,Fall River,121.08169629270894,273512,33117296.916411407,45,2.2669769482226774,10.46922134647424,1635472.4545675342,11.934654339709041,1987,3,13.840277860246108,69,Cold Storage,Commercial,Protected Area,Mixed-Use,Good,Basic,Insulated
Warehouse 165,Sold,Lawrence,45.34926090924941,425640,19302459.413412917,33,12.76711907039175,3.4774002100174086,243497.7123845612,6.128863649354393,2009,21,21.883848766923244,303,Cold Storage,Commercial,None,Mixed-Use,Good,High,Solar Panels
Warehouse 166,Sold,Lowell,172.00142425017046,379504,65275228.50863669,17,10.014896409935531,31.69639396416943,885856.3444566369,10.665533278283633,1968,6,12.170847415574944,369,Cold Storage,Mixed-Use,High Pollution,Industrial,Poor,Basic,None
Warehouse 167,Sold,Cambridge,84.5326110451951,181076,15306827.077619748,70,8.192813992971804,15.079009108936196,1275579.2319605977,7.414322977551355,2005,43,33.86522129428565,152,Flex Space,Mixed-Use,None,Mixed-Use,Good,Basic,None
Warehouse 168,Sold,Quincy,61.70814676797522,482085,29748571.934639335,4,19.065098421460092,14.707552420684479,469553.4621669083,9.189881111005874,1963,18,13.47451631944731,411,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Good,Moderate,Insulated
Warehouse 169,Sold,Boston,36.93177406430986,224724,8299455.99482797,20,10.498540362967859,17.267916417650493,1273562.402593842,9.818147763619471,1982,44,38.06854536264381,189,Distribution Center,Commercial,Protected Area,Industrial,Poor,High,Solar Panels
Warehouse 170,Sold,Lawrence,130.4518003420011,379899,49558508.49812587,47,4.460437841451774,33.47701743627636,1851146.4332218226,9.070032697522691,1959,5,12.105684505086444,294,Flex Space,Industrial,Mild Pollution,Residential,Poor,High,Green Roof
Warehouse 171,Sold,Brockton,145.18594151318803,61985,8999350.58469496,91,9.233373239608243,43.66106019269104,1995160.355786716,5.124058424868746,2013,9,12.372355792043873,121,Distribution Center,Industrial,High Pollution,Residential,Fair,Basic,Solar Panels
Warehouse 172,Sold,Lowell,32.81993091773555,317213,10410908.746207647,15,18.395809350996185,38.195259695226284,113279.59974181764,7.543608085983462,2013,20,22.213035961330654,239,Flex Space,Industrial,None,Industrial,Poor,Basic,Insulated
Warehouse 173,Sold,Cambridge,117.05581991087777,319470,37395822.786928125,70,3.604299879478834,36.64893228102965,509397.0450771211,8.491507023464994,2011,28,45.8628609987711,453,Distribution Center,Mixed-Use,Mild Pollution,Residential,Poor,Moderate,Green Roof
Warehouse 174,Sold,Newton,68.50428178364945,113737,7791471.497226937,47,4.3577450698959135,24.735168094441615,655098.87579381,10.792350073428775,2017,26,35.65572994893266,30,Flex Space,Mixed-Use,None,Residential,Good,High,None
Warehouse 175,Sold,Cambridge,139.67937436960648,217133,30329001.594995763,78,0.3592883983659666,34.99647229140317,828295.8958676839,7.549165990388579,1992,18,40.805251677156775,154,Dry Storage,Commercial,Protected Area,Residential,Poor,Moderate,None
Warehouse 176,Sold,Worcester,59.64229293084854,159470,9511156.453682417,75,0.38238198297576687,28.085356033645574,522401.45729029644,11.349978438434011,2008,19,15.662084379084241,498,Cold Storage,Commercial,Mild Pollution,Mixed-Use,Good,Moderate,Green Roof
Warehouse 177,Sold,Quincy,147.4594154774192,234465,34574071.8499131,9,16.6048933764744,11.596275881139917,446801.5893828594,7.522993784201685,2001,3,43.36501732988984,155,Cold Storage,Commercial,High Pollution,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 178,Sold,Worcester,95.74500887109136,55861,5348411.940548034,90,14.669239876174819,11.220830019311485,1911379.992714125,8.390238874104092,1968,9,10.325849927769406,450,Flex Space,Mixed-Use,None,Mixed-Use,Poor,High,Insulated
Warehouse 179,Sold,Lowell,189.24409808524487,343041,64918484.65126049,16,7.1653170233939685,15.523208336888889,1841117.12540251,10.370285463542409,1970,36,18.522294029320246,384,Distribution Center,Mixed-Use,None,Residential,Fair,Moderate,Solar Panels
Warehouse 180,Sold,Lawrence,53.37856050481885,217977,11635298.483158898,69,13.996392028828696,45.62933087752085,141635.37695607907,8.664541475377149,1971,31,34.64369284599974,430,Dry Storage,Industrial,High Pollution,Mixed-Use,Poor,High,None
Warehouse 181,Sold,Cambridge,87.98127967854396,132118,11623910.708569871,61,7.964597933568406,27.82332717860657,710685.392129454,11.681744579062597,1958,49,25.009856343762014,325,Distribution Center,Mixed-Use,Mild Pollution,Residential,Poor,Moderate,Solar Panels
